Item,ID,Name,Type,SKU,Options,"Inventory Tracking","Current Stock","Low Stock",Price,"Cost Price","Retail Price","Sale Price","Brand ID",Channels,Categories,Description,"Custom Fields","Page Title","Product URL","Meta Description","Search Keywords","Meta Keywords","Bin Picking Number",UPC/EAN,"Global Trade Number","Manufacturer Part Number","Free Shipping","Fixed Shipping Cost","Shipping Groups","Origin Locations","Dimensional Rules",Weight,Width,Height,Depth,"Is Visible","Is Featured",Warranty,"Tax Class","Product Condition","Show Product Condition","Sort Order","Variant Image URL","Internal Image URL (Export)","Image URL (Import)","Image Description","Image is Thumbnail","Image Sort Order","YouTube ID","Video Title","Video Description","Video Sort Order"
Product,220,"Válvula de alivio Honda Civic Type R FK8",physical,TS-0203-1017,,product,2,1,4940.00,0.00,0.00,4410.00,39,1;769857,256,"<p style=""text-align: justify;"">El Turbosmart Kompact BOV, un reemplazo de alto rendimiento y ajuste directo para la unidad de pl&aacute;stico de f&aacute;brica, se adapta a los motores Honda VTEC Turbo de nueva generaci&oacute;n que se encuentran en el Civic Type R y el Civic Type R (Fk2). Es capaz de soportar altos niveles de impulso y est&aacute; hecho de aluminio de grado aeroespacial con sellos de alta temperatura.</p>
<p style=""text-align: justify;"">Caracter&iacute;sticas:</p>
<ul style=""text-align: justify;"">
<li>Actualizaci&oacute;n de ajuste directo para el BOV de f&aacute;brica en Honda Civic Type R</li>
<li>Dise&ntilde;o puro de ventilaci&oacute;n a la atm&oacute;sfera.</li>
<li>Toda la construcci&oacute;n CNC de palanquilla</li>
<li>Atractivo acabado anodizado</li>
<li>Fabricado, ensamblado y validado internamente en Turbosmart HQ</li>
</ul>
<p style=""text-align: justify;"">Aplicaciones:</p>
<ul>
<li style=""text-align: justify;"">Honda Civic Type R 2.0L Turbo K20C1 (2017-2021)</li>
</ul>",,,/valvula-de-alivio-honda-civic-type-r-fk8/,,,,,,,,FALSE,300.00,,,,1.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/220/images/588/TS-0203-1017__98397.1729227690.386.513.png?c=1,,,TRUE,0,,,,
Product,221,"Válvula de alivio Mini Cooper R56 (mécanica)",physical,TS-0203-1052,,product,2,1,6350.00,0.00,0.00,5670.00,39,1;769857,244,"<p style=""text-align: justify;"">Las v&aacute;lvulas de purga Kompact EVR06 de Turbosmart ofrecen a los propietarios de Mini los beneficios de una v&aacute;lvula de purga no original con la facilidad de un reemplazo directo del OEM, ofreciendo una respuesta de impulso mejorada, un mejor rendimiento de la v&aacute;lvula y una durabilidad probada en carreras. Estas nuevas v&aacute;lvulas se adaptan al Mini Cooper S 2006-2013 y al Mini Cooper JCW 2010-2013.</p>
<p style=""text-align: justify;"">Kompact EVR06 de Turbosmart es un reemplazo de alto rendimiento para la v&aacute;lvula de purga de pl&aacute;stico est&aacute;ndar del Mini. Las v&aacute;lvulas de derivaci&oacute;n de pl&aacute;stico est&aacute;ndar, como las instaladas en el Cooper S de f&aacute;brica, luchan por soportar mayores presiones de sobrealimentaci&oacute;n. Su construcci&oacute;n de pl&aacute;stico se fatiga con el calor del turbo y eventualmente se agrieta.</p>
<p style=""text-align: justify;"">El puerto dual es una v&aacute;lvula de recirculaci&oacute;n/ventilaci&oacute;n a la atm&oacute;sfera 50-50. Combina la capacidad de respuesta y de una v&aacute;lvula de recirculaci&oacute;n con el sonido de alto rendimiento de una v&aacute;lvula de ventilaci&oacute;n a atm&oacute;sfera.</p>
<p style=""text-align: justify;"">La construcci&oacute;n de palanquilla del Kompact y el pist&oacute;n de precisi&oacute;n garantizan una excelente capacidad de retenci&oacute;n de impulso, combinada con una respuesta r&aacute;pida y una durabilidad insuperable.</p>
<p style=""text-align: justify;"">Caracter&iacute;sticas:</p>
<ul style=""text-align: justify;"">
<li>Tama&ntilde;o -3AN</li>
<li>Capacidad de manejo de aumento de m&aacute;s de 30 PSI</li>
<li>Material BOV de aluminio billet</li>
<li>Pist&oacute;n sellado con junta t&oacute;rica</li>
<li>Anodizado negro</li>
<li>Puertos duales que ventilan tanto a la atm&oacute;sfera como a la entrada de aire.</li>
<li>Mejor respuesta de impulso y mayor capacidad de manejo de impulso</li>
</ul>
<p style=""text-align: justify;""><br />Aplicaciones:</p>
<ul>
<li style=""text-align: justify;"">Mini Cooper John Cooper funciona 1.6L Turbo 2009-2013</li>
<li style=""text-align: justify;"">Mini Cooper S 1.6L Turbo 2007-2013</li>
</ul>",,,/valvula-de-alivio-mini-cooper-r56-mecanica/,,,,,,,,FALSE,300.00,,,,1.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/221/images/589/TS-0203-1052__14394.1729227691.386.513.png?c=1,,,TRUE,0,,,,
Product,222,"Válvula de alivio Ford/Porsche/Volvo",physical,TS-0203-1061,,product,2,1,4610.00,0.00,0.00,4120.00,39,1;769857,214;291;294,"<p style=""text-align: justify;"">Las v&aacute;lvulas Turbosmart Shortie Kompact de doble puerto, una v&aacute;lvula de ventilaci&oacute;n fija 50/50, han sido dise&ntilde;adas espec&iacute;ficamente para adaptarse a los turbos BorgWarner EFR y KKK. Tambi&eacute;n se adaptan a los populares motores Ford Ecoboost.</p>
<p style=""text-align: justify;"">A diferencia de las v&aacute;lvulas de pl&aacute;stico est&aacute;ndar que utilizan diafragmas no reforzados y se sabe que se agrietan con un aumento de impulso, las nuevas v&aacute;lvulas BW/KKK/Ecoboost Kompact utilizan un pist&oacute;n sellado con junta t&oacute;rica que, junto con su construcci&oacute;n de aluminio billet, les proporciona un impulso de m&aacute;s de 30 PSI. capacidad de manejo.</p>
<p style=""text-align: justify;"">Dise&ntilde;ado como un reemplazo atornillado de la v&aacute;lvula de f&aacute;brica en todos los turbos BorgWarner EFR, KKK y la mayor&iacute;a de los Ecoboost, el Kompact Shortie Dual Port proporciona una mejor respuesta de impulso y una capacidad de manejo de impulso m&aacute;s excelente.</p>
<p style=""text-align: justify;"">Caracter&iacute;sticas:&nbsp;</p>
<ul>
<li style=""text-align: justify;"">Tama&ntilde;o -3AN</li>
<li style=""text-align: justify;"">Capacidad de manejo de aumento de m&aacute;s de 30 PSI</li>
<li style=""text-align: justify;"">Material BOV de aluminio billet</li>
<li style=""text-align: justify;"">Pist&oacute;n sellado con junta t&oacute;rica</li>
<li style=""text-align: justify;"">Anodizado negro</li>
<li style=""text-align: justify;"">Puertos duales que ventilan tanto a la atm&oacute;sfera como a la entrada de aire</li>
<li style=""text-align: justify;"">Mejor respuesta de impulso y mayor capacidad de manejo de impulso</li>
</ul>
<p style=""text-align: justify;""><br />Aplicaciones:</p>
<ul>
<li style=""text-align: justify;"">Ford F-150 3.5L Turbo 2011-2017</li>
<li style=""text-align: justify;"">Ford Focus ST 2.0L Turbo 2013-2017</li>
<li style=""text-align: justify;"">Porsche 911 GT2 3.6L Turbo 2008-2011</li>
<li style=""text-align: justify;"">Porsche 911 Turbo 3.6L Turbo 2007-2013</li>
<li style=""text-align: justify;"">Volvo C30 T5 2.5L Turbo 2007-2013</li>
<li style=""text-align: justify;"">Volvo C70 T5 2.5L Turbo 2007-2013</li>
<li style=""text-align: justify;"">Volvo S40 T5 2.5L Turbo 2004-2011</li>
<li style=""text-align: justify;"">Volvo S60 T5 2.5L Turbo 2012-2017</li>
<li style=""text-align: justify;"">Volvo V50 T5 2.5L Turbo 2005-2011</li>
</ul>",,,/valvula-de-alivio-ford-porsche-volvo/,,,,,,,,FALSE,300.00,,,,1.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/222/images/590/TS-0203-1061__50198.1729227691.386.513.png?c=1,,,TRUE,0,,,,
Product,223,"Válvula de alivio de 25 mm universal",physical,TS-0203-1222,,product,2,1,3300.00,0.00,0.00,2940.00,39,1;769857,213,"<p style=""text-align: justify;"">El sistema Plumb Back recircula todo el exceso de presi&oacute;n nuevamente al sistema de admisi&oacute;n. Ideal para entusiastas que no quieren llamar la atenci&oacute;n pero que desean los beneficios de rendimiento y confiabilidad de un BOV de calidad.</p>
<p style=""text-align: justify;"">Caracter&iacute;sticas:</p>
<ul style=""text-align: justify;"">
<li>Clasificaci&oacute;n de resorte verde -15 InHg (instalado)</li>
<li>Se adapta a la mayor&iacute;a de los autom&oacute;viles que utilizan v&aacute;lvulas de derivaci&oacute;n BOSCH o DENSO de f&aacute;brica</li>
</ul>
<p style=""text-align: justify;"">Aplicaciones:</p>
<ul>
<li style=""text-align: justify;"">Universal</li>
</ul>",,,/valvula-de-alivio-de-25-mm-universal/,,,,,,,,FALSE,300.00,,,,1.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/223/images/591/TS-0203-1222__48781.1729227691.386.513.png?c=1,,,TRUE,0,,,,
Product,224,"Adaptador para eliminar válvula de alivio en turbo Borg Wagner",physical,TS-0203-2002,,product,2,1,1000.00,0.00,0.00,890.00,39,1;769857,214;280;291,"<p style=""text-align: justify;"">Elimina la v&aacute;lvula desviadora instalada originalmente, necesaria para la instalaci&oacute;n de BOV externo.</p>
<p style=""text-align: justify;"">Caracter&iacute;sticas:</p>
<ul style=""text-align: justify;"">
<li>Acabado negro</li>
</ul>
<p style=""text-align: justify;"">Aplicaciones:</p>
<ul>
<li style=""text-align: justify;"">Ford Mustang Ecoboost (2015-2017)</li>
<li style=""text-align: justify;"">Volvo S40/S60/C30/C70 BW/KKK</li>
<li style=""text-align: justify;"">Porsche 911 Turbo/911 GT2 y Porsche 997</li>
</ul>",,,/adaptador-para-eliminar-valvula-de-alivio-en-turbo-borg-wagner/,,,,,,,,FALSE,300.00,,,,1.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/224/images/592/TS-0203-2002__70274.1729227692.386.513.png?c=1,,,TRUE,0,,,,
Product,225,"Válvula de alivio universal Gen-V Race Port Sleeper",physical,TS-0204-1135,,product,2,1,7140.00,0.00,0.00,6380.00,39,1;769857,213,"<p style=""text-align: justify;"">Las v&aacute;lvulas de purga Turbosmart Gen-V Race Port son componentes peque&ntilde;os, livianos y de alto rendimiento para motores de competencia de inducci&oacute;n forzada. Con dise&ntilde;os de collar &uacute;nicos y estructuras de flujo interno, son entre un 46 y un 50 por ciento m&aacute;s livianos y un 25 por ciento m&aacute;s peque&ntilde;os que la competencia, mientras fluyen 330 cfm, lo que convierte a las v&aacute;lvulas de purga Turbosmart Gen-V Race Port en los BOV de mayor flujo de su tipo en el mercado. . Se ofrecen en varios colores y versiones anodizados diferentes para adaptarse a su aplicaci&oacute;n de carrera. Todos se suministran con accesorios de vac&iacute;o, conjuntos de banda en V y resortes instalados.</p>
<p style=""text-align: justify;"">Caracter&iacute;sticas:</p>
<ul>
<li style=""text-align: justify;"">Construcci&oacute;n de aluminio Billet Serie 6000</li>
<li style=""text-align: justify;"">Collar con banda en V de liberaci&oacute;n r&aacute;pida para facilitar la instalaci&oacute;n y extracci&oacute;n</li>
<li style=""text-align: justify;"">V&aacute;stago y gu&iacute;a de v&aacute;lvula anodizados duros MIL-Spec</li>
<li style=""text-align: justify;"">Diafragma Nomex de silicona de alta temperatura</li>
<li style=""text-align: justify;"">Puertos de presi&oacute;n gemelos de 1/8 pulg. NPT para un posicionamiento conveniente</li>
<li style=""text-align: justify;"">La entrada de 2,0 pulgadas fluye m&aacute;s de 330 cfm</li>
<li style=""text-align: justify;"">Tapa con cuello asegurado para cambios r&aacute;pidos de resorte</li>
<li style=""text-align: justify;"">La mayor&iacute;a de los puertos de carrera tienen instalado un resorte azul con una clasificaci&oacute;n de -18 a -14 InHg</li>
<li style=""text-align: justify;"">Versi&oacute;n con brida hembra disponible para adaptarse a bridas de 50 mm de otros fabricantes (no se suministra accesorio soldado) y es un 46 por ciento m&aacute;s liviana</li>
<li style=""text-align: justify;"">Las versiones de tapa del sensor HE (efecto Hall) le permiten monitorear la posici&oacute;n de la v&aacute;lvula de purga para fines de diagn&oacute;stico o ajuste</li>
<li style=""text-align: justify;"">Las versiones espec&iacute;ficas del supercargador tienen instalado un resorte rosa suave de -4 InHg, por lo que puede permanecer abierto en ralent&iacute;, cuando el supercargador todav&iacute;a est&aacute; produciendo impulso</li>
</ul>
<p style=""text-align: justify;"">Aplicaciones:</p>
<ul>
<li style=""text-align: justify;"">Universal</li>
</ul>",,,/valvula-de-alivio-universal-gen-v-race-port-sleeper/,,,,,,,,FALSE,300.00,,,,1.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/225/images/593/TS-0204-1135__01326.1729227692.386.513.png?c=1,,,TRUE,0,,,,
Image,594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/225/images/594/TS-0204-1135_1__96018.1729227692.386.513.png?c=1,,,FALSE,1,,,,
Product,226,"Válvula de alivio universal Gen-V Race Port",physical,TS-0204-1142,,product,2,1,4140.00,0.00,0.00,3700.00,39,1;769857,213,"<p style=""text-align: justify;"">Las v&aacute;lvulas de purga Turbosmart Gen-V Race Port son componentes peque&ntilde;os, livianos y de alto rendimiento para motores de competencia de inducci&oacute;n forzada. Con dise&ntilde;os de collar &uacute;nicos y estructuras de flujo interno, son entre un 46 y un 50 por ciento m&aacute;s livianos y un 25 por ciento m&aacute;s peque&ntilde;os que la competencia, mientras fluyen 330 cfm, lo que convierte a las v&aacute;lvulas de purga Turbosmart Gen-V Race Port en los BOV de mayor flujo de su tipo en el mercado. . Se ofrecen en varios colores y versiones anodizados diferentes para adaptarse a su aplicaci&oacute;n de carrera. Todos se suministran con accesorios de vac&iacute;o, conjuntos de banda en V y resortes instalados.</p>
<p style=""text-align: justify;"">Caracter&iacute;sticas:</p>
<ul>
<li style=""text-align: justify;"">Construcci&oacute;n de aluminio Billet Serie 6000</li>
<li style=""text-align: justify;"">Collar con banda en V de liberaci&oacute;n r&aacute;pida para facilitar la instalaci&oacute;n y extracci&oacute;n</li>
<li style=""text-align: justify;"">V&aacute;stago y gu&iacute;a de v&aacute;lvula anodizados duros MIL-Spec</li>
<li style=""text-align: justify;"">Diafragma Nomex de silicona de alta temperatura</li>
<li style=""text-align: justify;"">Puertos de presi&oacute;n gemelos de 1/8 pulg. NPT para un posicionamiento conveniente</li>
<li style=""text-align: justify;"">La entrada de 2,0 pulgadas fluye m&aacute;s de 330 cfm</li>
<li style=""text-align: justify;"">Tapa con cuello asegurado para cambios r&aacute;pidos de resorte</li>
<li style=""text-align: justify;"">La mayor&iacute;a de los puertos de carrera tienen instalado un resorte azul con una clasificaci&oacute;n de -18 a -14 InHg</li>
<li style=""text-align: justify;"">Versi&oacute;n con brida hembra disponible para adaptarse a bridas de 50 mm de otros fabricantes (no se suministra accesorio soldado) y es un 46 por ciento m&aacute;s liviana</li>
<li style=""text-align: justify;"">Las versiones de tapa del sensor HE (efecto Hall) le permiten monitorear la posici&oacute;n de la v&aacute;lvula de purga para fines de diagn&oacute;stico o ajuste</li>
<li style=""text-align: justify;"">Las versiones espec&iacute;ficas del supercargador tienen instalado un resorte rosa suave de -4 InHg, por lo que puede permanecer abierto en ralent&iacute;, cuando el supercargador todav&iacute;a est&aacute; produciendo impulso</li>
</ul>
<p style=""text-align: justify;"">Aplicaciones:</p>
<ul>
<li style=""text-align: justify;"">Universal</li>
</ul>",,,/valvula-de-alivio-universal-gen-v-race-port/,,,,,,,,FALSE,300.00,,,,1.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/226/images/595/TS-0204-1142__37680.1729227692.386.513.png?c=1,,,TRUE,0,,,,
Product,227,"Válvula de alivio Ford/Mercedes 1.6T/1.8T/2.0T/2.3T/2.7T",physical,TS-0223-1066,,product,2,1,6910.00,0.00,0.00,6170.00,39,1;769857,214;290,"<p style=""text-align: justify;"">Las v&aacute;lvulas de purga de doble puerto Turbosmart Kompact EM ventilan a la atm&oacute;sfera y regresan a la entrada de aire. Estos BOV EM (electromec&aacute;nicos) son verdaderos reemplazos de actualizaci&oacute;n plug-and-play que cuentan con un dise&ntilde;o a prueba de fugas, actuaci&oacute;n ultrarr&aacute;pida y capacidades de manejo de presi&oacute;n m&aacute;s alta, lo que los convierte en sustitutos de alto rendimiento para sus unidades de pl&aacute;stico de f&aacute;brica. Tambi&eacute;n le permiten conservar el control total del equipo original sobre su funcionamiento. Las v&aacute;lvulas de purga de doble puerto Turbosmart Kompact EM est&aacute;n construidas completamente con CNC con sellos de alta temperatura y la &uacute;ltima tecnolog&iacute;a patentada. Son imprescindibles para turbos h&iacute;bridos o de mayor flujo que utilizan v&aacute;lvulas desviadoras electr&oacute;nicas OE. Al no tener fugas, el EM lograr&aacute; el impulso objetivo sin estresar el turbocompresor ni la v&aacute;lvula de descarga.</p>
<p style=""text-align: justify;"">Caracter&iacute;sticas:</p>
<ul>
<li style=""text-align: justify;"">Control de presi&oacute;n integrado pendiente de patente</li>
<li style=""text-align: justify;"">Verdadera actualizaci&oacute;n plug-and-play</li>
<li style=""text-align: justify;"">V&aacute;lvula solenoide de alta temperatura patentada integrada</li>
<li style=""text-align: justify;"">Construcci&oacute;n de palanquilla con juntas t&oacute;ricas de alta temperatura</li>
</ul>
<p>Aplicaciones:</p>
<ul>
<li>Ford Fiesta ST (Mk6) 1.6T 2013+</li>
<li>Ford Focus ST Ecoboost (Mk3) 2.0T 2010+</li>
<li>Ford Mustang Ecoboost (S550) 2.3T 2015+</li>
<li>Mercedes-Benz A180 (W176) 2012+</li>
<li>Mercedes-Benz A200 (W176) 2012+</li>
<li>Mercedes-Benz B180 (W242/W246) 2011+</li>
<li>Mercedes-Benz B200 (W242/W246) 2011+</li>
<li>Mercedes-Benz C180 (W204/S204) 2007-2014</li>
<li>Mercedes-Benz C200 (W204/S204) 2007-2014</li>
<li>Mercedes-Benz C250 (W204/S204) 2009-2014</li>
</ul>",,,/valvula-de-alivio-dual-ford-mercedes-1-6t-1-8t-2-0t-2-3t-2-7t/,,,,,,,,FALSE,300.00,,,,1.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/227/images/596/TS-0223-1066_2__87225.1729227692.386.513.png?c=1,,,FALSE,1,,,,
Image,597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/227/images/597/TS-0223-1066_1__01305.1729227693.386.513.png?c=1,,,FALSE,2,,,,
Image,598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/227/images/598/TS-0223-1066__12390.1729227693.386.513.png?c=1,,,TRUE,0,,,,
Product,228,"Válvula de alivio Buick/Chevrolet 2.0T",physical,TS-0223-1087,,product,2,1,6190.00,0.00,0.00,5520.00,39,1;769857,250;289,"<p style=""text-align: justify;"">Las v&aacute;lvulas de purga de doble puerto Turbosmart Kompact ofrecen alto rendimiento, equipamiento OEM, versatilidad y asequibilidad. Estos BOV cuentan con puertos duales que ventilan tanto a la atm&oacute;sfera como a la entrada de aire, lo que reduce el retraso del turbo y elimina la cavitaci&oacute;n. Las v&aacute;lvulas de purga de doble puerto Turbosmart Kompact est&aacute;n dise&ntilde;adas para ser reemplazos atornillados para unidades Bosch o Denso de f&aacute;brica de pl&aacute;stico. Utilizan sincronizaci&oacute;n secuencial para permitir un funcionamiento m&aacute;s silencioso durante la conducci&oacute;n normal y, al mismo tiempo, brindan los beneficios de un BOV de ventilaci&oacute;n a la atm&oacute;sfera en condiciones de carrera. Se convierten f&aacute;cilmente en unidades atmosf&eacute;ricas o de derivaci&oacute;n total utilizando el tap&oacute;n de cierre de puerto incluido.</p>",,,/valvula-de-alivio-buick-chevrolet-2-0t/,,,,,,,,FALSE,300.00,,,,1.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/228/images/599/TS-0223-1087__08108.1729227693.386.513.png?c=1,,,TRUE,0,,,,
Product,229,"Válvula de alivio Mini Cooper R56",physical,TS-0223-1093,,product,2,1,6550.00,0.00,0.00,5850.00,39,1;769857,244,"<p style=""text-align: justify;"">Las v&aacute;lvulas de purga Kompact VR10 de Turbosmart ofrecen a los propietarios de MINI los beneficios de una v&aacute;lvula de purga no original con la facilidad de un reemplazo directo del OEM, ofreciendo una respuesta de impulso mejorada, un mejor rendimiento de la v&aacute;lvula y una durabilidad probada en carreras. El Kompact VR10 es un reemplazo de alto rendimiento para la v&aacute;lvula de purga de pl&aacute;stico est&aacute;ndar del Mini. Las v&aacute;lvulas de derivaci&oacute;n de pl&aacute;stico est&aacute;ndar luchan por soportar mayores presiones de sobrealimentaci&oacute;n y su construcci&oacute;n de pl&aacute;stico se fatiga con el calor del turbo y eventualmente se agrieta. El puerto dual es una v&aacute;lvula de ventilaci&oacute;n a atm&oacute;sfera/recirculaci&oacute;n 50-50 combinada con la capacidad de respuesta de una v&aacute;lvula de recirculaci&oacute;n y el sonido de alto rendimiento de una v&aacute;lvula de ventilaci&oacute;n a atm&oacute;sfera. La construcci&oacute;n de palanquilla del Kompact y el pist&oacute;n de precisi&oacute;n garantizan una excelente capacidad de retenci&oacute;n de impulso, combinada con una respuesta r&aacute;pida y una durabilidad insuperable.</p>
<p style=""text-align: justify;"">Como todas las v&aacute;lvulas de descarga Turbosmart, las nuevas Kompact Shorties se han mecanizado internamente a partir de aluminio macizo. Mantener el proceso interno garantiza solo la mejor calidad y ninguna de las grietas o fugas que afectan a las v&aacute;lvulas de pl&aacute;stico de f&aacute;brica. Al igual que sus predecesores, han sido dise&ntilde;ados con un pist&oacute;n liviano de dos piezas de lat&oacute;n/aluminio. Los resortes cuidadosamente dise&ntilde;ados hacen de estas las v&aacute;lvulas con mejor respuesta de su tipo. Se han instalado juntas t&oacute;ricas m&aacute;s grandes en la base para facilitar la instalaci&oacute;n; otra modificaci&oacute;n realizada despu&eacute;s de hablar con nuestros distribuidores e instaladores autorizados. El dise&ntilde;o peque&ntilde;o significa que Shortie es f&aacute;cil de instalar. Toda la construcci&oacute;n de palanquilla y los componentes internos bien dise&ntilde;ados significan que mantendr&aacute; todo el impulso que desees, durante el tiempo que lo necesites. La versi&oacute;n Plumb Back es tan silenciosa como una v&aacute;lvula de f&aacute;brica, o si busca hacer un poco de ruido, las caracter&iacute;sticas de flujo superiores de la versi&oacute;n de doble puerto le brindar&aacute;n de manera segura el sonido BOV que est&aacute; buscando. Los nuevos puertos fijos gemelos fluyen m&aacute;s que nunca. Simplemente no puedes perder con Shortie de Turbosmart.</p>
<p style=""text-align: justify;"">Aplicaciones:</p>
<ul>
<li style=""text-align: justify;""><span>Mini Cooper S &amp; JCW N14/N18 - 1.6T</span></li>
<li style=""text-align: justify;""><span>Peugeot RCZ - 1.6T</span></li>
<li style=""text-align: justify;""><span>Peugeot 207, 208, 308, 408, 508, 3008, 5008 - 1.6T</span></li>
<li style=""text-align: justify;""><span>Citro&euml;n DS3, DS4, C4, C4 Picasso - 1.6T</span></li>
</ul>",,,/valvula-de-alivio-mini-cooper-r56/,,,,,,,,FALSE,300.00,,,,1.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
